SALES,ORDERDATE,STATUS,YEAR_ID,PRODUCTLINE,CUSTOMERNAME,COUNTRY,TERRITORY,DEALSIZE
3382.5,18/03/2012,Shipped,2012,Vintage Cars,Danish Wholesale Imports,Denmark,EMEA,Medium
2240.66,06/06/2012,Shipped,2012,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
3962.88,26/07/2012,Shipped,2012,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
1685.28,28/06/2012,Shipped,2012,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
1834.36,02/07/2012,Shipped,2012,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
1916.98,23/06/2012,Shipped,2012,Vintage Cars,FunGiftIdeas.com,USA,NA,Small
2611,24/06/2012,Shipped,2012,Vintage Cars,CAF Imports,Spain,EMEA,Small
3630.28,19/06/2012,Shipped,2012,Vintage Cars,Mini Creations Ltd.,USA,NA,Medium
5090.5,25/05/2012,Shipped,2012,Vintage Cars,Enaco Distributors,Spain,EMEA,Medium
3949.65,04/01/2012,Shipped,2012,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Medium
3491.67,02/05/2012,Shipped,2012,Vintage Cars,Petit Auto,Belgium,EMEA,Medium
2059.19,11/06/2012,Shipped,2012,Vintage Cars,giftsbymail.co.uk,UK,EMEA,Small
3170.16,17/06/2012,Cancelled,2012,Vintage Cars,Land of Toys Inc.,USA,NA,Medium
1790.6,25/01/2012,Shipped,2012,Vintage Cars,Quebec Home Shopping Network,Canada,NA,Small
2345.97,01/02/2012,Shipped,2012,Vintage Cars,Petit Auto,Belgium,EMEA,Small
3580.88,05/01/2012,Shipped,2012,Vintage Cars,"Royal Canadian Collectables, Ltd.",Canada,NA,Medium
4946.06,16/01/2012,Shipped,2012,Vintage Cars,Amica Models & Co.,Italy,EMEA,Medium
3525.6,04/03/2012,Shipped,2012,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
3602.16,05/04/2012,Shipped,2012,Vintage Cars,La Rochelle Gifts,France,EMEA,Medium
4300.5,18/05/2012,Shipped,2012,Vintage Cars,"Volvo Model Replicas, Co",Sweden,EMEA,Medium
4498.19,03/02/2012,Shipped,2012,Vintage Cars,Classic Legends Inc.,USA,NA,Medium
3023.1,26/06/2012,Shipped,2012,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
3562.49,05/04/2012,Shipped,2012,Vintage Cars,"Tokyo Collectables, Ltd",Japan,Japan,Medium
1640.24,10/06/2012,Shipped,2012,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
4739.4,03/01/2012,Shipped,2012,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Medium
1207.68,26/08/2012,On Hold,2012,Vintage Cars,Gifts4AllAges.com,USA,NA,Small
4228.2,09/08/2012,Shipped,2012,Trucks and Buses,Baane Mini Imports,Norway,EMEA,Medium
4815.45,07/07/2012,Shipped,2012,Trucks and Buses,"La Corne D'abondance, Co.",France,EMEA,Medium
7083,21/07/2012,Shipped,2012,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,EMEA,Large
4601.2,15/01/2012,Shipped,2012,Trucks and Buses,Technics Stores Inc.,USA,NA,Medium
6467.02,20/01/2012,Shipped,2012,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium
5012.55,21/09/2012,Resolved,2012,Trucks and Buses,Mini Auto Werke,Austria,EMEA,Medium
5121.59,12/08/2012,Shipped,2012,Trucks and Buses,"Stylish Desk Decors, Co.",UK,EMEA,Medium
2441.04,26/07/2012,Shipped,2012,Trucks and Buses,"Classic Gift Ideas, Inc",USA,NA,Small
4262.08,11/07/2012,Shipped,2012,Trucks and Buses,"Saveley & Henriot, Co.",France,EMEA,Medium
6658.02,22/07/2012,Shipped,2012,Trucks and Buses,Diecast Collectables,USA,NA,Medium
4509.08,26/05/2012,Shipped,2012,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Medium
4716.23,07/09/2012,Shipped,2012,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,NA,Medium
2390.22,24/10/2012,Shipped,2012,Trucks and Buses,Super Scale Inc.,USA,NA,Small
4666.62,15/06/2012,Shipped,2012,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Medium
5383.08,12/05/2012,Shipped,2012,Trucks and Buses,Souveniers And Things Co.,Australia,APAC,Medium
2482.25,21/01/2012,Shipped,2012,Trucks and Buses,Diecast Classics Inc.,USA,NA,Small
5288.64,11/11/2012,Shipped,2012,Trucks and Buses,Scandinavian Gift Ideas,Sweden,EMEA,Medium
2184.38,22/07/2012,Shipped,2012,Trucks and Buses,Marta's Replicas Co.,USA,NA,Small
2881.76,18/08/2012,Shipped,2012,Trucks and Buses,Canadian Gift Exchange Network,Canada,NA,Small
6203.06,25/08/2012,Shipped,2012,Trucks and Buses,"Blauer See Auto, Co.",Germany,EMEA,Medium
6763.47,27/09/2012,On Hold,2012,Trucks and Buses,"Volvo Model Replicas, Co",Sweden,EMEA,Medium
5884.65,01/08/2012,Shipped,2012,Trucks and Buses,"Australian Collectors, Co.",Australia,APAC,Medium
3559.64,14/02/2012,Shipped,2012,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,NA,Medium
1668.37,26/02/2012,Shipped,2012,Trucks and Buses,"Anna's Decorations, Ltd",Australia,APAC,Small
4890.6,10/04/2012,Shipped,2012,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,NA,Medium
5235.72,20/04/2012,Shipped,2012,Trucks and Buses,Quebec Home Shopping Network,Canada,NA,Medium
4325.16,24/01/2012,In Process,2012,Trucks and Buses,La Rochelle Gifts,France,EMEA,Medium
1938.89,07/04/2012,Shipped,2012,Vintage Cars,Baane Mini Imports,Norway,EMEA,Small
2490.5,27/03/2012,Shipped,2012,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
2314.69,15/07/2012,Shipped,2012,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small
1254.83,31/08/2012,Shipped,2012,Vintage Cars,Technics Stores Inc.,USA,NA,Small
1282.8,23/11/2012,Shipped,2012,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
1345.75,28/09/2012,Resolved,2012,Vintage Cars,Mini Auto Werke,Austria,EMEA,Small
2194.22,18/01/2012,Shipped,2012,Vintage Cars,"Australian Gift Network, Co",Australia,APAC,Small
1972,10/05/2012,Shipped,2012,Vintage Cars,"Classic Gift Ideas, Inc",USA,NA,Small
1835.98,07/02/2012,Shipped,2012,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Small
1119.93,02/08/2012,Shipped,2012,Vintage Cars,Canadian Gift Exchange Network,Canada,NA,Small
2082.88,08/08/2012,Shipped,2012,Vintage Cars,West Coast Collectables Co.,USA,NA,Small
1569.75,25/08/2012,Shipped,2012,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
2694.15,05/05/2012,Shipped,2012,Vintage Cars,Super Scale Inc.,USA,NA,Small
1257.27,23/06/2012,Shipped,2012,Vintage Cars,"Tokyo Collectables, Ltd",Japan,Japan,Small
2567.84,22/06/2012,Shipped,2012,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Small
2634.28,11/10/2012,Shipped,2012,Vintage Cars,Diecast Classics Inc.,USA,NA,Small
1502.78,24/10/2012,Shipped,2012,Vintage Cars,Scandinavian Gift Ideas,Sweden,EMEA,Small
1676.2,24/09/2012,Shipped,2012,Vintage Cars,Auto Assoc. & Cie.,France,EMEA,Small
2217.15,07/08/2012,Shipped,2012,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
6832.02,04/12/2012,Shipped,2012,Vintage Cars,Vitachrome Inc.,USA,NA,Medium
1916.64,05/11/2012,Shipped,2012,Vintage Cars,Mini Wheels Co.,USA,NA,Small
7110.8,26/12/2012,Shipped,2012,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Large
5302.8,01/05/2012,Shipped,2012,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
2730,15/04/2012,Shipped,2012,Vintage Cars,"Anna's Decorations, Ltd",Australia,APAC,Small
7827.3,18/01/2012,Shipped,2012,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Large
2095.45,20/04/2012,Shipped,2012,Vintage Cars,Quebec Home Shopping Network,Canada,NA,Small
1556.62,17/11/2012,In Process,2012,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
5565.12,19/07/2012,Shipped,2012,Classic Cars,Cruz & Sons Co.,Philippines,Japan,Medium
3583.16,01/06/2012,Shipped,2012,Classic Cars,Marseille Mini Autos,France,EMEA,Medium
4705.18,27/06/2012,Shipped,2012,Classic Cars,Mini Gifts Distributors Ltd.,USA,NA,Medium
4444.54,07/12/2012,Shipped,2012,Classic Cars,Gift Ideas Corp.,USA,NA,Medium
4618.88,18/12/2012,Shipped,2012,Classic Cars,Corporate Gift Ideas Co.,USA,NA,Medium
4910.4,12/07/2012,Shipped,2012,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Medium
5565.12,12/05/2012,Shipped,2012,Classic Cars,Daedalus Designs Imports,France,EMEA,Medium
4237.76,12/03/2012,Shipped,2012,Classic Cars,"Toms Spezialitten, Ltd",Germany,EMEA,Medium
5673.58,25/12/2012,Shipped,2012,Classic Cars,Auto Canal Petit,France,EMEA,Medium
5260.15,12/06/2012,Shipped,2012,Classic Cars,"Vida Sport, Ltd",Switzerland,EMEA,Medium
6350.96,29/07/2012,Shipped,2012,Classic Cars,Danish Wholesale Imports,Denmark,EMEA,Medium
3559.4,20/07/2012,Shipped,2012,Classic Cars,Auto Canal Petit,France,EMEA,Medium
2410.6,05/08/2012,Shipped,2012,Classic Cars,Gifts4AllAges.com,USA,NA,Small
5713.92,15/08/2012,Shipped,2012,Classic Cars,Online Mini Collectables,USA,NA,Medium
4300.32,23/08/2012,Shipped,2012,Classic Cars,"Vida Sport, Ltd",Switzerland,EMEA,Medium
7947.31,03/04/2012,Shipped,2012,Classic Cars,"Toys of Finland, Co.",Finland,EMEA,Large
5356.8,09/07/2012,Shipped,2012,Classic Cars,"Toms Spezialitten, Ltd",Germany,EMEA,Medium
7901.1,28/08/2012,Shipped,2012,Classic Cars,Microscale Inc.,USA,NA,Large
6101,22/06/2012,Shipped,2012,Classic Cars,Cruz & Sons Co.,Philippines,Japan,Medium
6276.46,18/07/2012,Shipped,2012,Classic Cars,"Australian Collectors, Co.",Australia,APAC,Medium
4203.5,16/09/2012,Shipped,2012,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
1629.04,19/09/2012,Shipped,2012,Classic Cars,Suominen Souveniers,Finland,EMEA,Small
3289.86,29/10/2012,Shipped,2012,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
6862.94,03/09/2012,Shipped,2012,Classic Cars,Mini Gifts Distributors Ltd.,USA,NA,Medium
2574.18,23/08/2012,Shipped,2012,Classic Cars,"AV Stores, Co.",UK,EMEA,Small
1327.79,17/09/2012,Shipped,2012,Classic Cars,Signal Gift Stores,USA,NA,Small
2356.25,01/11/2012,Shipped,2012,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Small
2013.5,30/11/2012,Shipped,2012,Classic Cars,Heintze Collectables,Denmark,EMEA,Small
2807.22,02/09/2012,Shipped,2012,Classic Cars,Rovelli Gifts,Italy,EMEA,Small
3072.96,24/05/2012,Shipped,2012,Classic Cars,Mini Gifts Distributors Ltd.,USA,NA,Medium
1906.5,22/01/2012,Shipped,2012,Classic Cars,"Australian Collectables, Ltd",Australia,APAC,Small
3431.7,29/03/2012,Shipped,2012,Classic Cars,Muscle Machine Inc,USA,NA,Medium
2084.75,01/09/2012,Shipped,2012,Classic Cars,"Double Decker Gift Stores, Ltd",UK,EMEA,Small
2136.01,13/12/2012,Shipped,2012,Classic Cars,"Saveley & Henriot, Co.",France,EMEA,Small
2009.7,22/04/2012,Shipped,2012,Classic Cars,Mini Caravy,France,EMEA,Small
2719.8,24/06/2012,Shipped,2012,Classic Cars,Muscle Machine Inc,USA,NA,Small
1575.08,06/08/2012,Shipped,2012,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
1688.43,20/10/2012,Shipped,2012,Classic Cars,Handji Gifts& Co,Singapore,APAC,Small
1672.1,15/06/2012,Shipped,2012,Classic Cars,"UK Collectables, Ltd.",UK,EMEA,Small
1674.75,08/04/2012,Shipped,2012,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
3472.98,28/04/2012,Shipped,2012,Classic Cars,"AV Stores, Co.",UK,EMEA,Medium
1649.18,03/08/2012,Shipped,2012,Classic Cars,Marseille Mini Autos,France,EMEA,Small
3751,01/01/2012,Resolved,2012,Classic Cars,Toys4GrownUps.com,USA,NA,Medium
4536,01/01/2012,Shipped,2012,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
4421.34,01/01/2012,On Hold,2012,Classic Cars,The Sharp Gifts Warehouse,USA,NA,Medium
2078.28,20/04/2012,In Process,2012,Classic Cars,Souveniers And Things Co.,Australia,APAC,Small
3069,15/03/2012,Shipped,2012,Classic Cars,"AV Stores, Co.",UK,EMEA,Medium
1713.8,01/06/2012,Shipped,2012,Classic Cars,Signal Gift Stores,USA,NA,Small
1506.5,17/10/2012,Shipped,2012,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Small
2692.12,01/05/2012,Shipped,2012,Classic Cars,Heintze Collectables,Denmark,EMEA,Small
2422.08,18/09/2012,Shipped,2012,Classic Cars,Gift Depot Inc.,USA,NA,Small
3488.34,18/12/2012,Shipped,2012,Classic Cars,Mini Gifts Distributors Ltd.,USA,NA,Medium
2583.34,15/03/2012,Shipped,2012,Classic Cars,Online Diecast Creations Co.,USA,NA,Small
1249.4,01/06/2012,Shipped,2012,Classic Cars,Muscle Machine Inc,USA,NA,Small
3374.71,05/04/2012,Shipped,2012,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
1265.46,21/05/2012,Shipped,2012,Classic Cars,Collectable Mini Designs Co.,USA,NA,Small
1681.46,09/09/2012,Shipped,2012,Classic Cars,Mini Caravy,France,EMEA,Small
3204,14/08/2012,Shipped,2012,Classic Cars,Muscle Machine Inc,USA,NA,Medium
2398.72,08/12/2012,Shipped,2012,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
2381.04,17/12/2012,Shipped,2012,Classic Cars,Handji Gifts& Co,Singapore,APAC,Small
1944.54,15/03/2012,Shipped,2012,Classic Cars,"Norway Gifts By Mail, Co.",Norway,EMEA,Small
2273.7,06/03/2012,Shipped,2012,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
2116.5,28/11/2012,Shipped,2012,Classic Cars,FunGiftIdeas.com,USA,NA,Small
1307.32,12/03/2012,Shipped,2012,Classic Cars,"AV Stores, Co.",UK,EMEA,Small
1726.37,11/08/2012,Shipped,2012,Classic Cars,Marseille Mini Autos,France,EMEA,Small
1267.77,25/06/2012,Resolved,2012,Classic Cars,Toys4GrownUps.com,USA,NA,Small
3441.82,14/08/2012,Shipped,2012,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
1987.18,29/10/2012,On Hold,2012,Classic Cars,The Sharp Gifts Warehouse,USA,NA,Small
3880.2,26/02/2012,In Process,2012,Classic Cars,Souveniers And Things Co.,Australia,APAC,Medium
1942.15,09/04/2013,Shipped,2013,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
3259.92,16/04/2013,Shipped,2013,Classic Cars,Classic Legends Inc.,USA,NA,Medium
1213.8,20/04/2013,Shipped,2013,Classic Cars,Muscle Machine Inc,USA,NA,Small
1086.6,24/04/2013,Shipped,2013,Classic Cars,Suominen Souveniers,Finland,EMEA,Small
1632.75,02/07/2013,Shipped,2013,Classic Cars,"Australian Gift Network, Co",Australia,APAC,Small
1734,24/09/2013,Shipped,2013,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
1857.06,28/11/2013,Shipped,2013,Classic Cars,L'ordine Souveniers,Italy,EMEA,Small
1863.41,01/12/2013,Shipped,2013,Classic Cars,"Iberia Gift Imports, Corp.",Spain,EMEA,Small
2924.68,22/11/2013,Shipped,2013,Classic Cars,Mini Classics,USA,NA,Small
2294.18,22/07/2013,Shipped,2013,Classic Cars,Diecast Collectables,USA,NA,Small
1457.82,15/10/2013,Shipped,2013,Classic Cars,"Clover Collections, Co.",Ireland,EMEA,Small
1955.88,06/02/2013,Shipped,2013,Classic Cars,"Blauer See Auto, Co.",Germany,EMEA,Small
2314.4,09/01/2013,Shipped,2013,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
1310.96,01/01/2013,Shipped,2013,Classic Cars,Handji Gifts& Co,Singapore,APAC,Small
2913.3,10/01/2013,Shipped,2013,Classic Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
1357.78,01/01/2013,Shipped,2013,Classic Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
2150,11/01/2013,Shipped,2013,Classic Cars,Land of Toys Inc.,USA,NA,Small
2783.25,14/01/2013,Shipped,2013,Classic Cars,Marta's Replicas Co.,USA,NA,Small
2339.92,16/01/2013,Shipped,2013,Classic Cars,Heintze Collectables,Denmark,EMEA,Small
1729,25/01/2013,Shipped,2013,Classic Cars,Vitachrome Inc.,USA,NA,Small
5972.4,26/01/2013,Shipped,2013,Classic Cars,"La Corne D'abondance, Co.",France,EMEA,Medium
2275.2,25/01/2013,Shipped,2013,Classic Cars,Muscle Machine Inc,USA,NA,Small
2673.44,27/01/2013,Shipped,2013,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
2431.75,26/01/2013,Shipped,2013,Classic Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
2018.72,06/01/2013,Shipped,2013,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
1558.99,29/01/2013,Shipped,2013,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
1104.6,31/01/2013,Shipped,2013,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
2575.1,01/02/2013,In Process,2013,Classic Cars,La Rochelle Gifts,France,EMEA,Small
2845.75,01/02/2013,Shipped,2013,Motorcycles,Land of Toys Inc.,USA,NA,Small
3431.75,10/02/2013,Shipped,2013,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Medium
3273.9,16/02/2013,Shipped,2013,Motorcycles,Lyon Souveniers,France,EMEA,Medium
4119.4,08/01/2013,Shipped,2013,Motorcycles,Toys4GrownUps.com,USA,NA,Medium
5355.68,28/02/2013,Shipped,2013,Motorcycles,Corporate Gift Ideas Co.,USA,NA,Medium
5747.5,04/03/2013,Shipped,2013,Motorcycles,Technics Stores Inc.,USA,NA,Medium
5355.36,13/03/2013,Shipped,2013,Motorcycles,Daedalus Designs Imports,France,EMEA,Medium
2535.75,04/04/2013,Shipped,2013,Motorcycles,Herkku Gifts,Norway,EMEA,Small
4351.23,15/04/2013,Shipped,2013,Motorcycles,Mini Wheels Co.,USA,NA,Medium
2254,17/04/2013,Shipped,2013,Motorcycles,Auto Canal Petit,France,EMEA,Small
2921.28,24/04/2013,Shipped,2013,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Small
2299,26/04/2013,Shipped,2013,Motorcycles,Vitachrome Inc.,USA,NA,Small
2637.18,02/05/2013,Shipped,2013,Motorcycles,Tekni Collectables Inc.,USA,NA,Small
4307.52,06/05/2013,Shipped,2013,Motorcycles,Gift Depot Inc.,USA,NA,Medium
2153.76,13/05/2013,Shipped,2013,Motorcycles,La Rochelle Gifts,France,EMEA,Small
3716.88,14/05/2013,Shipped,2013,Motorcycles,Marta's Replicas Co.,USA,NA,Medium
5455.76,18/06/2013,Shipped,2013,Motorcycles,"Toys of Finland, Co.",Finland,EMEA,Medium
2650.62,01/01/2013,Shipped,2013,Motorcycles,Baane Mini Imports,Norway,EMEA,Small
6437.28,26/06/2013,Shipped,2013,Motorcycles,Diecast Classics Inc.,USA,NA,Medium
2633.4,30/06/2013,Shipped,2013,Motorcycles,Land of Toys Inc.,USA,NA,Small
2278.53,02/07/2013,Shipped,2013,Motorcycles,"Tokyo Collectables, Ltd",Japan,Japan,Small
4846,07/07/2013,Shipped,2013,Motorcycles,Technics Stores Inc.,USA,NA,Medium
4197.1,06/07/2013,Shipped,2013,Motorcycles,"Australian Gift Network, Co",Australia,APAC,Medium
4597.65,12/01/2013,Shipped,2013,Motorcycles,Scandinavian Gift Ideas,Sweden,EMEA,Medium
5287.7,24/07/2013,Shipped,2013,Motorcycles,"UK Collectables, Ltd.",UK,EMEA,Medium
3550.05,17/06/2013,Disputed,2013,Motorcycles,Euro Shopping Channel,Spain,EMEA,Medium
1721.73,07/08/2013,Shipped,2013,Classic Cars,"AV Stores, Co.",UK,EMEA,Small
2993.5,10/04/2013,Shipped,2013,Classic Cars,Atelier graphique,France,EMEA,Small
1295.06,13/04/2013,Shipped,2013,Classic Cars,Reims Collectables,France,EMEA,Small
2671.95,04/04/2013,Shipped,2013,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Small
1226.59,11/03/2013,Shipped,2013,Classic Cars,Heintze Collectables,Denmark,EMEA,Small
1453.84,29/06/2013,Shipped,2013,Classic Cars,Gift Depot Inc.,USA,NA,Small
1830.22,29/03/2013,Shipped,2013,Classic Cars,Herkku Gifts,Norway,EMEA,Small
2530.01,11/05/2013,Shipped,2013,Classic Cars,Online Diecast Creations Co.,USA,NA,Small
2241.45,29/03/2013,Shipped,2013,Classic Cars,Muscle Machine Inc,USA,NA,Small
2399.85,03/06/2013,Shipped,2013,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
1557.72,19/04/2013,Shipped,2013,Classic Cars,Collectable Mini Designs Co.,USA,NA,Small
845.25,23/06/2013,Shipped,2013,Classic Cars,Mini Caravy,France,EMEA,Small
1352.4,21/03/2013,Shipped,2013,Classic Cars,L'ordine Souveniers,Italy,EMEA,Small
1584.8,04/02/2013,Shipped,2013,Classic Cars,Signal Gift Stores,USA,NA,Small
2616,14/06/2013,Shipped,2013,Classic Cars,Handji Gifts& Co,Singapore,APAC,Small
1129.04,28/05/2013,Shipped,2013,Classic Cars,"Norway Gifts By Mail, Co.",Norway,EMEA,Small
2218.5,22/03/2013,Shipped,2013,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
2028.48,04/01/2013,Shipped,2013,Classic Cars,FunGiftIdeas.com,USA,NA,Small
1759.2,24/03/2013,Shipped,2013,Classic Cars,"AV Stores, Co.",UK,EMEA,Small
977.67,27/01/2013,Shipped,2013,Classic Cars,Reims Collectables,France,EMEA,Small
1463,21/03/2013,Resolved,2013,Classic Cars,Toys4GrownUps.com,USA,NA,Small
3970.56,04/06/2013,Shipped,2013,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
2576,03/05/2013,On Hold,2013,Classic Cars,The Sharp Gifts Warehouse,USA,NA,Small
2233.69,29/04/2013,In Process,2013,Classic Cars,Souveniers And Things Co.,Australia,APAC,Small
2481.64,30/01/2013,Shipped,2013,Planes,Rovelli Gifts,Italy,EMEA,Small
4651.53,13/08/2013,Shipped,2013,Planes,"Australian Collectors, Co.",Australia,APAC,Medium
3858.1,13/09/2013,Shipped,2013,Planes,Euro Shopping Channel,Spain,EMEA,Medium
3501.6,12/10/2013,Shipped,2013,Planes,Toys4GrownUps.com,USA,NA,Medium
6433.7,08/10/2013,Shipped,2013,Planes,Technics Stores Inc.,USA,NA,Medium
2658.96,11/10/2013,Shipped,2013,Planes,Osaka Souveniers Co.,Japan,Japan,Small
3608.76,03/10/2013,Shipped,2013,Planes,"Australian Collectors, Co.",Australia,APAC,Medium
2214.67,13/10/2013,Shipped,2013,Planes,"Royal Canadian Collectables, Ltd.",Canada,NA,Small
2747.53,16/10/2013,Shipped,2013,Planes,The Sharp Gifts Warehouse,USA,NA,Small
3310.92,21/09/2013,Cancelled,2013,Planes,Euro Shopping Channel,Spain,EMEA,Medium
2380,19/10/2013,Shipped,2013,Planes,La Rochelle Gifts,France,EMEA,Small
2310.88,13/06/2013,Shipped,2013,Planes,"Norway Gifts By Mail, Co.",Norway,EMEA,Small
4061.76,12/10/2013,Shipped,2013,Planes,"Clover Collections, Co.",Ireland,EMEA,Medium
3493.7,16/01/2013,Shipped,2013,Planes,Mini Classics,USA,NA,Medium
2872.25,24/10/2013,Shipped,2013,Planes,giftsbymail.co.uk,UK,EMEA,Small
4114.38,22/10/2013,Shipped,2013,Planes,Rovelli Gifts,Italy,EMEA,Medium
1063.65,14/09/2013,Shipped,2013,Planes,"Tokyo Collectables, Ltd",Japan,Japan,Small
2008.44,25/05/2013,Shipped,2013,Planes,Gift Ideas Corp.,USA,NA,Small
4328.6,01/07/2013,Shipped,2013,Planes,"Australian Gift Network, Co",Australia,APAC,Medium
1376.43,23/07/2013,Resolved,2013,Planes,Euro Shopping Channel,Spain,EMEA,Small
5552.16,29/09/2013,Shipped,2013,Planes,Reims Collectables,France,EMEA,Medium
3659.02,04/09/2013,On Hold,2013,Planes,Tekni Collectables Inc.,USA,NA,Medium
4165.61,18/11/2013,Shipped,2013,Planes,L'ordine Souveniers,Italy,EMEA,Medium
1404,17/11/2013,Shipped,2013,Vintage Cars,"Blauer See Auto, Co.",Germany,EMEA,Small
710.2,21/11/2013,Shipped,2013,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
1702.8,22/11/2013,Shipped,2013,Vintage Cars,Signal Gift Stores,USA,NA,Small
1194.84,24/11/2013,Shipped,2013,Vintage Cars,Signal Collectibles Ltd.,USA,NA,Small
1007.14,09/10/2013,Shipped,2013,Vintage Cars,Corporate Gift Ideas Co.,USA,NA,Small
977.43,25/11/2013,Shipped,2013,Vintage Cars,Rovelli Gifts,Italy,EMEA,Small
1436.76,24/11/2013,Shipped,2013,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
759.46,26/11/2013,Shipped,2013,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Small
1189.44,29/11/2013,Shipped,2013,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
683.8,18/11/2013,Shipped,2013,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small
1226.82,14/08/2013,Shipped,2013,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Small
974.82,01/12/2013,Shipped,2013,Vintage Cars,Diecast Collectables,USA,NA,Small
577.6,29/11/2013,Shipped,2013,Vintage Cars,Amica Models & Co.,Italy,EMEA,Small
1106.93,30/11/2013,Shipped,2013,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Small
694.6,20/11/2013,Shipped,2013,Vintage Cars,Auto Assoc. & Cie.,France,EMEA,Small
1152.06,17/05/2013,Shipped,2013,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
2624,07/07/2013,Shipped,2013,Vintage Cars,Online Diecast Creations Co.,USA,NA,Small
3685.95,12/07/2013,Shipped,2013,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
703.6,19/08/2013,Shipped,2013,Vintage Cars,Marseille Mini Autos,France,EMEA,Small
9720,11/10/2013,Shipped,2013,Vintage Cars,Lyon Souveniers,France,EMEA,Large
834.67,23/08/2013,Resolved,2013,Vintage Cars,Toys4GrownUps.com,USA,NA,Small
2257.92,02/12/2013,Shipped,2013,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
8344.71,04/12/2013,Shipped,2013,Vintage Cars,"Anna's Decorations, Ltd",Australia,APAC,Large
1801.94,09/12/2013,Shipped,2013,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Small
1209.6,17/09/2013,In Process,2013,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Small
3155.14,02/11/2013,Shipped,2013,Motorcycles,Land of Toys Inc.,USA,NA,Medium
